date,sewage_volume
2021-08-29,518904
2021-08-30,509401
2021-08-31,511410
2021-09-01,514196
2021-09-02,571096
2021-09-03,539538
2021-09-04,477349
2021-09-05,462836
2021-09-06,466051
2021-09-07,472623
2021-09-08,465973
2021-09-09,456851
2021-09-10,444297
2021-09-11,427195
2021-09-12,402811
2021-09-13,413215
2021-09-14,469893
2021-09-15,432630
2021-09-16,422517
2021-09-17,531828
2021-09-18,503624
2021-09-19,451685
2021-09-20,443549
2021-09-21,452109
2021-09-22,453212
2021-09-23,454127
2021-09-24,419748
2021-09-25,402696
2021-09-26,379364
2021-09-27,380904
2021-09-28,394472
2021-09-29,393713
2021-09-30,539643
2021-10-01,462770
2021-10-02,421538
2021-10-03,388455
2021-10-04,397079
2021-10-05,406304
2021-10-06,412257
2021-10-07,416502
2021-10-08,413206
2021-10-09,389038
2021-10-10,360944
2021-10-11,376525
2021-10-12,392534
2021-10-13,385320
2021-10-14,385128
2021-10-15,378079
2021-10-16,446480
2021-10-17,381456
2021-10-18,387526
2021-10-19,394002
2021-10-20,390805
2021-10-21,399849
2021-10-22,386936
2021-10-23,362019
2021-10-24,349155
2021-10-25,361622
2021-10-26,373055
2021-10-27,364288
2021-10-28,360350
2021-10-29,361658
2021-10-30,347293
2021-10-31,337769
2021-11-01,356545
2021-11-02,367930
2021-11-03,368761
2021-11-04,373624
2021-11-05,379148
2021-11-06,355327
2021-11-07,346704
2021-11-08,427064
2021-11-09,448811
2021-11-10,371481
2021-11-11,375939
2021-11-12,358979
2021-11-13,325658
2021-11-14,323240
2021-11-15,360269
2021-11-16,362783
2021-11-17,362079
2021-11-18,314534
2021-11-19,361720
2021-11-20,344837
2021-11-21,337217
2021-11-22,349038
2021-11-23,355899
2021-11-24,354231
2021-11-25,358457
2021-11-26,355765
2021-11-27,345076
2021-11-28,328220
2021-11-29,349590
2021-11-30,458080
2021-12-01,447208
2021-12-02,396119
2021-12-03,387229
2021-12-04,364835
2021-12-05,353919
2021-12-06,361025
2021-12-07,365536
2021-12-08,357322
2021-12-09,334609
2021-12-10,369188
2021-12-11,358972
2021-12-12,341466
2021-12-13,353264
2021-12-14,364345
2021-12-15,362127
2021-12-16,381903
2021-12-17,361463
2021-12-18,337857
2021-12-19,334578
2021-12-20,342388
2021-12-21,354328
2021-12-22,357105
2021-12-23,359936
2021-12-24,351694
2021-12-25,331137
2021-12-26,315513
2021-12-27,337069
2021-12-28,346466
2021-12-29,352313
2021-12-30,351384
2021-12-31,352216
2022-01-01,329671
2022-01-02,324743
2022-01-03,336388
2022-01-04,343342
2022-01-05,345631
2022-01-06,343528
2022-01-07,336521
2022-01-08,336621
2022-01-09,323305
2022-01-10,332698
2022-01-11,330816
2022-01-12,340129
2022-01-13,336415
2022-01-14,326334
2022-01-15,318489
2022-01-16,306043
2022-01-17,316802
2022-01-18,324656
2022-01-19,332576
2022-01-20,352849
2022-01-21,364718
2022-01-22,348354
2022-01-23,338429
2022-01-24,358405
2022-01-25,364653
2022-01-26,372728
2022-01-27,368415
2022-01-28,361268
2022-01-29,336058
2022-01-30,334334
2022-01-31,348003
2022-02-01,318799
2022-02-02,329405
2022-02-03,344114
2022-02-04,318323
2022-02-05,315231
2022-02-06,314995
2022-02-07,330311
2022-02-08,335922
2022-02-09,337705
2022-02-10,330291
2022-02-11,344313
2022-02-12,331654
2022-02-13,319417
2022-02-14,332096
2022-02-15,339755
2022-02-16,341570
2022-02-17,330833
2022-02-18,342384
2022-02-19,328083
2022-02-20,309957
2022-02-21,326231
2022-02-22,331908
2022-02-23,327337
2022-02-24,328995
2022-02-25,329588
2022-02-26,321964
2022-02-27,314404
2022-02-28,321360
2022-03-01,339215
2022-03-02,348508
2022-03-03,341424
2022-03-04,343658
2022-03-05,334573
2022-03-06,318979
2022-03-07,321587
2022-03-08,329436
2022-03-09,333042
2022-03-10,325320
2022-03-11,328008
2022-03-12,322592
2022-03-13,352174
2022-03-14,370326
2022-03-15,350640
2022-03-16,350893
2022-03-17,347497
2022-03-18,496862
2022-03-19,401928
2022-03-20,352159
2022-03-21,343312
2022-03-22,356192
2022-03-23,357328
2022-03-24,353703
2022-03-25,355785
2022-03-26,535603
2022-03-27,468792
2022-03-28,412432
2022-03-29,395240
2022-03-30,387678
2022-03-31,381712
2022-04-01,363308
2022-04-02,349687
2022-04-03,327741
2022-04-04,351176
2022-04-05,365124
2022-04-06,366005
2022-04-07,359021
2022-04-08,362093
2022-04-09,358402
2022-04-10,342756
2022-04-11,373338
2022-04-12,368756
2022-04-13,363627
2022-04-14,364450
2022-04-15,353383
2022-04-16,335411
2022-04-17,322052
2022-04-18,341190
2022-04-19,353574
2022-04-20,352094
2022-04-21,371536
2022-04-22,365095
2022-04-23,348170
2022-04-24,351327
2022-04-25,351886
2022-04-26,540605
2022-04-27,547423
2022-04-28,492468
2022-04-29,490946
2022-04-30,449272
2022-05-01,420754
2022-05-02,416669
2022-05-03,451026
2022-05-04,404033
2022-05-05,407327
2022-05-06,390726
2022-05-07,379823
2022-05-08,368582
2022-05-09,381787
2022-05-10,388101
2022-05-11,399973
2022-05-12,398033
2022-05-13,403357
2022-05-14,379370
2022-05-15,362188
2022-05-16,362870
2022-05-17,377118
2022-05-18,374716
2022-05-19,372772
2022-05-20,374332
2022-05-21,372561
2022-05-22,357872
2022-05-23,372720
2022-05-24,381118
2022-05-25,382150
2022-05-26,377960
2022-05-27,381122
2022-05-28,361553
2022-05-29,353077
2022-05-30,366830
2022-05-31,368375
2022-06-01,367698
2022-06-02,371770
2022-06-03,369859
2022-06-04,348358
2022-06-05,414366
2022-06-06,516384
2022-06-07,428536
2022-06-08,408398
2022-06-09,398039
2022-06-10,385990
2022-06-11,360587
2022-06-12,350179
2022-06-13,361923
2022-06-14,389783
2022-06-15,377599
2022-06-16,371291
2022-06-17,371641
2022-06-18,354304
2022-06-19,330931
2022-06-20,362687
2022-06-21,376513
2022-06-22,377359
2022-06-23,362890
2022-06-24,525138
2022-06-25,396258
2022-06-26,351394
2022-06-27,520673
2022-06-28,516757
2022-06-29,511727
2022-06-30,491432
2022-07-01,444721
2022-07-02,413023
2022-07-03,396754
2022-07-04,390876
2022-07-05,402996
2022-07-06,407549
2022-07-07,403185
2022-07-08,394982
2022-07-09,378114
2022-07-10,353103
2022-07-11,460133
2022-07-12,446259
2022-07-13,398063
2022-07-14,412708
2022-07-15,424817
2022-07-16,389294
2022-07-17,353732
2022-07-18,482763
2022-07-19,527211
2022-07-20,473053
2022-07-21,498531
2022-07-22,432056
2022-07-23,385052
2022-07-24,477848
2022-07-25,431328
2022-07-26,429620
2022-07-27,407573
2022-07-28,417359
2022-07-29,404152
2022-07-30,373806
2022-07-31,387771
2022-08-01,376467
2022-08-02,365851
2022-08-03,454777
2022-08-04,386879
2022-08-05,394435
2022-08-06,357616
2022-08-07,333692
2022-08-08,361917
2022-08-09,370042
2022-08-10,389591
2022-08-11,391446
2022-08-12,415682
2022-08-13,376422
2022-08-14,337058
2022-08-15,345923
2022-08-16,453059
2022-08-17,563456
2022-08-18,471518
2022-08-19,431065
2022-08-20,455694
2022-08-21,488560
2022-08-22,440918
2022-08-23,437136
2022-08-24,543016
2022-08-25,444198
2022-08-26,446018
2022-08-27,404951
2022-08-28,382210
2022-08-29,387035
2022-08-30,421202
2022-08-31,492764
2022-09-01,502776
2022-09-02,536791
2022-09-03,530268
2022-09-04,508122
2022-09-05,495289
2022-09-06,603865
2022-09-07,568572
2022-09-08,497681
2022-09-09,468908
2022-09-10,432213
2022-09-11,407226
2022-09-12,400734
2022-09-13,411728
2022-09-14,412104
2022-09-15,402320
2022-09-16,407509
2022-09-17,405233
2022-09-18,401512
2022-09-19,569375
2022-09-20,436387
2022-09-21,419260
2022-09-22,404238
2022-09-23,403201
2022-09-24,387304
2022-09-25,374528
2022-09-26,385979
2022-09-27,402762
2022-09-28,400499
2022-09-29,388004
2022-09-30,378627
2022-10-01,352529
2022-10-02,331357
2022-10-03,369033
2022-10-04,408596
2022-10-05,388887
2022-10-06,373140
2022-10-07,370640
2022-10-08,339725
2022-10-09,328956
2022-10-10,348884
2022-10-11,359358
2022-10-12,360260
2022-10-13,364373
2022-10-14,359410
2022-10-15,341527
2022-10-16,323697
2022-10-17,338157
2022-10-18,345243
2022-10-19,344052
2022-10-20,334536
2022-10-21,346589
2022-10-22,329169
2022-10-23,328234
2022-10-24,344229
2022-10-25,346955
2022-10-26,351387
2022-10-27,346717
2022-10-28,349347
2022-10-29,314563
2022-10-30,309057
2022-10-31,319498
2022-11-01,333803
2022-11-02,342202
2022-11-03,346522
2022-11-04,342816
2022-11-05,321861
2022-11-06,312385
2022-11-07,330466
2022-11-08,345006
2022-11-09,346379
2022-11-10,333963
2022-11-11,339410
2022-11-12,327189
2022-11-13,460899
2022-11-14,343993
2022-11-15,362940
2022-11-16,367254
2022-11-17,357115
2022-11-18,351224
2022-11-19,318193
2022-11-20,312736
2022-11-21,321926
2022-11-22,377670
2022-11-23,365193
2022-11-24,354892
2022-11-25,349197
2022-11-26,328977
2022-11-27,313359
2022-11-28,325600
2022-11-29,525970
2022-11-30,398728
2022-12-01,372088
2022-12-02,354455
2022-12-03,335748
2022-12-04,330507
2022-12-05,341452
2022-12-06,354854
2022-12-07,375492
2022-12-08,340921
2022-12-09,335947
2022-12-10,372952
2022-12-11,314476
2022-12-12,334433
2022-12-13,344522
2022-12-14,334828
2022-12-15,327137
2022-12-16,316344
2022-12-17,307516
2022-12-18,313312
2022-12-19,314206
2022-12-20,321176
2022-12-21,440787
2022-12-22,394263
2022-12-23,365698
2022-12-24,338561
2022-12-25,321174
2022-12-26,330628
2022-12-27,331966
2022-12-28,328933
2022-12-29,329081
2022-12-30,335103
2022-12-31,313397
2023-01-01,304774
2023-01-02,313122
2023-01-03,326011
2023-01-04,332312
2023-01-05,320287
2023-01-06,319865
2023-01-07,314139
2023-01-08,299946
2023-01-09,306598
2023-01-10,323990
2023-01-11,323016
2023-01-12,332222
2023-01-13,497210
2023-01-14,445181
2023-01-15,362825
2023-01-16,345623
2023-01-17,352389
2023-01-18,356849
2023-01-19,345171
2023-01-20,355427
2023-01-21,351809
2023-01-22,302228
2023-01-23,302234
2023-01-24,300157
2023-01-25,287863
2023-01-26,314130
2023-01-27,349018
2023-01-28,337579
2023-01-29,316685
2023-01-30,317220
2023-01-31,336067
2023-02-01,330623
2023-02-02,335020
2023-02-03,337177
2023-02-04,317513
2023-02-05,304635
2023-02-06,315531
2023-02-07,330408
2023-02-08,332742
2023-02-09,329970
2023-02-10,486611
2023-02-11,352843
2023-02-12,333034
2023-02-13,339605
2023-02-14,352117
2023-02-15,348369
2023-02-16,345543
2023-02-17,335925
2023-02-18,385487
2023-02-19,331472
2023-02-20,330191
2023-02-21,338444
2023-02-22,337766
2023-02-23,334557
2023-02-24,338586
2023-02-25,326922
2023-02-26,306827
2023-02-27,315429
2023-02-28,329081
2023-03-01,327978
2023-03-02,324713
2023-03-03,330190
2023-03-04,310431
2023-03-05,307771
2023-03-06,318403
2023-03-07,330082
2023-03-08,330476
2023-03-09,344407
2023-03-10,344374
2023-03-11,326610
2023-03-12,334761
2023-03-13,342746
2023-03-14,333368
2023-03-15,338575
2023-03-16,335109
2023-03-17,332635
2023-03-18,322563
2023-03-19,310960
2023-03-20,320601
2023-03-21,329297
2023-03-22,354271
2023-03-23,576508
2023-03-24,468360
2023-03-25,410537
2023-03-26,368961
2023-03-27,366947
2023-03-28,367247
2023-03-29,370364
2023-03-30,369228
2023-03-31,368103
2023-04-01,345816
2023-04-02,333989
2023-04-03,332093
2023-04-04,350433
2023-04-05,458185
2023-04-06,504029
2023-04-07,514928
2023-04-08,412646
2023-04-09,371374
2023-04-10,374506
2023-04-11,364223
2023-04-12,360252
2023-04-13,350551
2023-04-14,389425
2023-04-15,435229
2023-04-16,355769
2023-04-17,358363
2023-04-18,359515
2023-04-19,358448
2023-04-20,367241
2023-04-21,356964
2023-04-22,332599
2023-04-23,323274
2023-04-24,327633
2023-04-25,420838
2023-04-26,426498
2023-04-27,382065
2023-04-28,363280
2023-04-29,444743
2023-04-30,380238
2023-05-01,353680
2023-05-02,359367
2023-05-03,354828
2023-05-04,353185
2023-05-05,524731
2023-05-06,558959
2023-05-07,521252
2023-05-08,497046
2023-05-09,489289
2023-05-10,462319
2023-05-11,416445
2023-05-12,408943
2023-05-13,452226
2023-05-14,391941
2023-05-15,380961
2023-05-16,388586
2023-05-17,383328
2023-05-18,434002
2023-05-19,528127
2023-05-20,444401
2023-05-21,413590
2023-05-22,401637
2023-05-23,393815
2023-05-24,393930
2023-05-25,382149
2023-05-26,382154
2023-05-27,359494
2023-05-28,354947
2023-05-29,460550
2023-05-30,507888
2023-05-31,499594
2023-06-01,496089
2023-06-02,516264
2023-06-03,482274
2023-06-04,423050
2023-06-05,412122
2023-06-06,406277
2023-06-07,393410
2023-06-08,385430
2023-06-09,381766
2023-06-10,363106
2023-06-11,354303
2023-06-12,356776
2023-06-13,372780
2023-06-14,368669
2023-06-15,416380
2023-06-16,372273
2023-06-17,347528
2023-06-18,342990
2023-06-19,362424
2023-06-20,359743
2023-06-21,509271
2023-06-22,404803
2023-06-23,381308
2023-06-24,350337
2023-06-25,363623
2023-06-26,525192
2023-06-27,460005
2023-06-28,518840
2023-06-29,490407
2023-06-30,495410
2023-07-01,485330
2023-07-02,436053
2023-07-03,421928
2023-07-04,430555
2023-07-05,537781
2023-07-06,513072
2023-07-07,509934
2023-07-08,551540
2023-07-09,529065
2023-07-10,522915
2023-07-11,525700
2023-07-12,578379
2023-07-13,540022
2023-07-14,518239
2023-07-15,498883
2023-07-16,581056
2023-07-17,538081
2023-07-18,561210
2023-07-19,553265
2023-07-20,510000
2023-07-21,489362
2023-07-22,478474
2023-07-23,474779
2023-07-24,501092
2023-07-25,548327
2023-07-26,530322
2023-07-27,525534
2023-07-28,493096
2023-07-29,470333
2023-07-30,424111
2023-07-31,424643
2023-08-01,424327
2023-08-02,418601
2023-08-03,399577
2023-08-04,390721
2023-08-05,387880
2023-08-06,391262
2023-08-07,396746
2023-08-08,409934
2023-08-09,488718
2023-08-10,603160
2023-08-11,566766
2023-08-12,521259
2023-08-13,475705
2023-08-14,462649
2023-08-15,476515
2023-08-16,461088
2023-08-17,466419
2023-08-18,479013
2023-08-19,512031
2023-08-20,490786
2023-08-21,469763
2023-08-22,467830
2023-08-23,459143
2023-08-24,560639
2023-08-25,537829
2023-08-26,526484
2023-08-27,499286
2023-08-28,499220
2023-08-29,511938
2023-08-30,508559
2023-08-31,514617
2023-09-01,553088
2023-09-02,535964
2023-09-03,522734
2023-09-04,532080
2023-09-05,544769
2023-09-06,537915
2023-09-07,514010
2023-09-08,489432
2023-09-09,452351
2023-09-10,426705
2023-09-11,428146
2023-09-12,447957
2023-09-13,441847
2023-09-14,498302
2023-09-15,463438
2023-09-16,509253
2023-09-17,575212
2023-09-18,553506
2023-09-19,593073
2023-09-20,570345
2023-09-21,588594
2023-09-22,565479
2023-09-23,541748
2023-09-24,507566
2023-09-25,486104
2023-09-26,504882
2023-09-27,507023
2023-09-28,483509
2023-09-29,452194
2023-09-30,427326
2023-10-01,416555
2023-10-02,392522
2023-10-03,383251
2023-10-04,410662
2023-10-05,416965
2023-10-06,418035
2023-10-07,391321
2023-10-08,371651
2023-10-09,364941
2023-10-10,382995
2023-10-11,379859
2023-10-12,383186
2023-10-13,376574
2023-10-14,365051
2023-10-15,363760
2023-10-16,374746
2023-10-17,380118
2023-10-18,386956
2023-10-19,392300
2023-10-20,384560
2023-10-21,366106
2023-10-22,348413
2023-10-23,356433
2023-10-24,373086
2023-10-25,366016
2023-10-26,371091
2023-10-27,356298
2023-10-28,343669
2023-10-29,335090
2023-10-30,361130
2023-10-31,378751
2023-11-01,361953
2023-11-02,357695
2023-11-03,355208
2023-11-04,349128
2023-11-05,320734
2023-11-06,462286
2023-11-07,381199
2023-11-08,366543
2023-11-09,364816
2023-11-10,353079
2023-11-11,331834
2023-11-12,327350
2023-11-13,329113
2023-11-14,355587
2023-11-15,353315
2023-11-16,390375
2023-11-17,392944
2023-11-18,342916
2023-11-19,330181
2023-11-20,336108
2023-11-21,367636
2023-11-22,369966
2023-11-23,364396
2023-11-24,350805
2023-11-25,331195
2023-11-26,335260
2023-11-27,345727
2023-11-28,353728
2023-11-29,349329
2023-11-30,345756
2023-12-01,342677
2023-12-02,332527
2023-12-03,329969
2023-12-04,339305
2023-12-05,355877
2023-12-06,366867
2023-12-07,375941
2023-12-08,354479
2023-12-09,337616
2023-12-10,325242
2023-12-11,427998
2023-12-12,428850
2023-12-13,382254
2023-12-14,409175
2023-12-15,494926
2023-12-16,490723
2023-12-17,408922
2023-12-18,388813
2023-12-19,389730
2023-12-20,380364
2023-12-21,378762
2023-12-22,367737
2023-12-23,360674
2023-12-24,341424
2023-12-25,350461
2023-12-26,354975
2023-12-27,364192
2023-12-28,359609
2023-12-29,352581
2023-12-30,343471
2023-12-31,340603
2024-01-01,327581
2024-01-02,334844
2024-01-03,349807
2024-01-04,348154
2024-01-05,349279
2024-01-06,335888
2024-01-07,319455
2024-01-08,345798
2024-01-09,358655
2024-01-10,388099
2024-01-11,350648
2024-01-12,345721
2024-01-13,327665
2024-01-14,330793
2024-01-15,340620
2024-01-16,338008
2024-01-17,335830
2024-01-18,395665
2024-01-19,387629
2024-01-20,422815
2024-01-21,436712
2024-01-22,377957
2024-01-23,368101
2024-01-24,359411
2024-01-25,361667
2024-01-26,348647
2024-01-27,337171
2024-01-28,319883
2024-01-29,334915
2024-01-30,344335
2024-01-31,353593
2024-02-01,351233
2024-02-02,336134
2024-02-03,335607
2024-02-04,346240
2024-02-05,472377
2024-02-06,381403
2024-02-07,370290
2024-02-08,374122
2024-02-09,356748
2024-02-10,338124
2024-02-11,323325
2024-02-12,318872
2024-02-13,323306
2024-02-14,366786
2024-02-15,386670
2024-02-16,344480
2024-02-17,331567
2024-02-18,323632
2024-02-19,551448
2024-02-20,507108
2024-02-21,461341
2024-02-22,418462
2024-02-23,415867
2024-02-24,383455
2024-02-25,406772
2024-02-26,385460
2024-02-27,375893
2024-02-28,390673
2024-02-29,406425
2024-03-01,399300
2024-03-02,359060
2024-03-03,357059
2024-03-04,357645
2024-03-05,430880
2024-03-06,392556
2024-03-07,376827
2024-03-08,366705
2024-03-09,363041
2024-03-10,341217
2024-03-11,363199
2024-03-12,404531
2024-03-13,397582
2024-03-14,366259
2024-03-15,360969
2024-03-16,337549
2024-03-17,337119
2024-03-18,342126
2024-03-19,347451
2024-03-20,344582
2024-03-21,348806
2024-03-22,355605
2024-03-23,417433
2024-03-24,346034
2024-03-25,392053
2024-03-26,475844
2024-03-27,391070
2024-03-28,472237
2024-03-29,564085
2024-03-30,493515
2024-03-31,425092
2024-04-01,410902
2024-04-02,405788
2024-04-03,550212
2024-04-04,521428
2024-04-05,472554
2024-04-06,480822
2024-04-07,435254
2024-04-08,443258
2024-04-09,425653
2024-04-10,398688
2024-04-11,402283
2024-04-12,396124
2024-04-13,382174
2024-04-14,363695
2024-04-15,429627
2024-04-16,453316
2024-04-17,422589
2024-04-18,409589
2024-04-19,399892
2024-04-20,398705
2024-04-21,396174
2024-04-22,386219
2024-04-23,410878
2024-04-24,439599
2024-04-25,402647
2024-04-26,387645
2024-04-27,374171
2024-04-28,350392
2024-04-29,466815
2024-04-30,479299
2024-05-01,433326
2024-05-02,416314
2024-05-03,395698
2024-05-04,368161
2024-05-05,404571
2024-05-06,491950
2024-05-07,542994
2024-05-08,534529
2024-05-09,520518
2024-05-10,449655
2024-05-11,431941
2024-05-12,507029
2024-05-13,454007
2024-05-14,430663
2024-05-15,416142
2024-05-16,407164
2024-05-17,399859
2024-05-18,365260
2024-05-19,357841
2024-05-20,357337
2024-05-21,380465
2024-05-22,377633
2024-05-23,380669
2024-05-24,373496
2024-05-25,342633
2024-05-26,340021
2024-05-27,411588
2024-05-28,370156
2024-05-29,359500
2024-05-30,351926
2024-05-31,353119
2024-06-01,332482
2024-06-02,320184
2024-06-03,335222
2024-06-04,349201
2024-06-05,350932
2024-06-06,347792
2024-06-07,348820
2024-06-08,388051
2024-06-09,464553
2024-06-10,380242
2024-06-11,382822
2024-06-12,372190
2024-06-13,367645
2024-06-14,365317
2024-06-15,356259
2024-06-16,408240
2024-06-17,374909
2024-06-18,362981
2024-06-19,367708
2024-06-20,349971
2024-06-21,355149
2024-06-22,413069
2024-06-23,411524
2024-06-24,383847
2024-06-25,377714
2024-06-26,365465
2024-06-27,356102
2024-06-28,376727
2024-06-29,393355
2024-06-30,452393
2024-07-01,436634
2024-07-02,504096
2024-07-03,464444
2024-07-04,447998
2024-07-05,454444
2024-07-06,400410
2024-07-07,383545
2024-07-08,388713
2024-07-09,408887
2024-07-10,506348
2024-07-11,510282
2024-07-12,498690
2024-07-13,372564
2024-07-14,496119
2024-07-15,519083
2024-07-16,533844
2024-07-17,543616
2024-07-18,502130
2024-07-19,488852
2024-07-20,458541
2024-07-21,427203
2024-07-22,419275
2024-07-23,433988
2024-07-24,603525
2024-07-25,557484
2024-07-26,559638
2024-07-27,504215
2024-07-28,444471
2024-07-29,440819
2024-07-30,442201
2024-07-31,429705
2024-08-01,403406
2024-08-02,388887
2024-08-03,382285
2024-08-04,374236
2024-08-05,383983
2024-08-06,399444
2024-08-07,389916
2024-08-08,398259
2024-08-09,402268
2024-08-10,381747
2024-08-11,364775
2024-08-12,370736
2024-08-13,374707
2024-08-14,363918
2024-08-15,350759
2024-08-16,376596
2024-08-17,329428
2024-08-18,356999
2024-08-19,392703
2024-08-20,527489
2024-08-21,545194
2024-08-22,452937
2024-08-23,426144
2024-08-24,387873
2024-08-25,355646
2024-08-26,363977
2024-08-27,369325
2024-08-28,410260
2024-08-29,497020
2024-08-30,491380
2024-08-31,472976
2024-09-01,453961
2024-09-02,459030
2024-09-03,471363
2024-09-04,478910
2024-09-05,469711
2024-09-06,465072
2024-09-07,451965
2024-09-08,440054
2024-09-09,457346
2024-09-10,465513
2024-09-11,510109
2024-09-12,490990
2024-09-13,465678
2024-09-14,459236
2024-09-15,456181
2024-09-16,461348
2024-09-17,443056
2024-09-18,445937
2024-09-19,445516
2024-09-20,499489
2024-09-21,607811
2024-09-22,562436
2024-09-23,556248
2024-09-24,564641
2024-09-25,549797
2024-09-26,545548
2024-09-27,514660
2024-09-28,494458
2024-09-29,475483
2024-09-30,482569
2024-10-01,493593
2024-10-02,482803
2024-10-03,471734
2024-10-04,487456
2024-10-05,453217
2024-10-06,468298
2024-10-07,488646
2024-10-08,495610
2024-10-09,458216
2024-10-10,478080
2024-10-11,475912
2024-10-12,450590
2024-10-13,451297
2024-10-14,469009
2024-10-15,577528
2024-10-16,539494
2024-10-17,508867
2024-10-18,505803
2024-10-19,544512
2024-10-20,492348
2024-10-21,465429
2024-10-22,595245
2024-10-23,591039
2024-10-24,559001
2024-10-25,542723
2024-10-26,503452
2024-10-27,488293
2024-10-28,512521
2024-10-29,515399
2024-10-30,485115
2024-10-31,462135
2024-11-01,564975
2024-11-02,594534
2024-11-03,547287
2024-11-04,541026
2024-11-05,565889
2024-11-06,560629
2024-11-07,541776
2024-11-08,514879
2024-11-09,479867
2024-11-10,492754
2024-11-11,501930
2024-11-12,492126
2024-11-13,496780
2024-11-14,491247
2024-11-15,470373
2024-11-16,472210
2024-11-17,451907
2024-11-18,476830
2024-11-19,455430
2024-11-20,478796
2024-11-21,468557
2024-11-22,492566
2024-11-23,455788
2024-11-24,460952
2024-11-25,484344
2024-11-26,545726
2024-11-27,505759
2024-11-28,461706
2024-11-29,452458
2024-11-30,432476
2024-12-01,462479
2024-12-02,466146
2024-12-03,483071
2024-12-04,461241
2024-12-05,447225
2024-12-06,454873
2024-12-07,428424
2024-12-08,424615
2024-12-09,428641
2024-12-10,441824
2024-12-11,453555
2024-12-12,437139
2024-12-13,425002
2024-12-14,420873
2024-12-15,413275
2024-12-16,422248
2024-12-17,429764
2024-12-18,429124
2024-12-19,439003
2024-12-20,416974
2024-12-21,418117
2024-12-22,412243
2024-12-23,411200
2024-12-24,421376
2024-12-25,414314
2024-12-26,413309
2024-12-27,427529
2024-12-28,412784
2024-12-29,397466
2024-12-30,402902
2024-12-31,427876
2025-01-01,411153
2025-01-02,394263
2025-01-03,397515
2025-01-04,406449
2025-01-05,395482
2025-01-06,400528
2025-01-07,405286
2025-01-08,423527
2025-01-09,424093
2025-01-10,420630
2025-01-11,425979
2025-01-12,413456
2025-01-13,428419
2025-01-14,445350
2025-01-15,421571
2025-01-16,426334
2025-01-17,434066
2025-01-18,392559
2025-01-19,384677
2025-01-20,411176
2025-01-21,422153
2025-01-22,412101
2025-01-23,405741
2025-01-24,431357
2025-01-25,415790
2025-01-26,371509
2025-01-27,408075
2025-01-28,386426
2025-01-29,377480
2025-01-30,381943
2025-01-31,369837
2025-02-01,422098
2025-02-02,426849
2025-02-03,413546
2025-02-04,407676
2025-02-05,407915
2025-02-06,410026
2025-02-07,415474
2025-02-08,401238
2025-02-09,391762
2025-02-10,403003
2025-02-11,397268
2025-02-12,437321
2025-02-13,411383
2025-02-14,358050
2025-02-15,336852
2025-02-16,325786
2025-02-17,337344
2025-02-18,332126
2025-02-19,313541
2025-02-20,309209
2025-02-21,336046
2025-02-22,332412
2025-02-23,317908
2025-02-24,303301
2025-02-25,349667
2025-02-26,338378
2025-02-27,320543
2025-02-28,326666
2025-03-01,324631
2025-03-02,337110
2025-03-03,431624
2025-03-04,425651
2025-03-05,361278
2025-03-06,354604
2025-03-07,346705
2025-03-08,353727
2025-03-09,352723
2025-03-10,344414
2025-03-11,333723
2025-03-12,325864
2025-03-13,350335
2025-03-14,352872
2025-03-15,350284
2025-03-16,389466
2025-03-17,361759
2025-03-18,360678
2025-03-19,369299
2025-03-20,338727
2025-03-21,348810
2025-03-22,325472
2025-03-23,324024
2025-03-24,324439
2025-03-25,343613
2025-03-26,345076
2025-03-27,340449
2025-03-28,344753
2025-03-29,338957
2025-03-30,313440
2025-03-31,294586
2025-04-01,290197
2025-04-02,321020
2025-04-03,298356
2025-04-04,300554
2025-04-05,283414
2025-04-06,322481
2025-04-07,314918
2025-04-08,305206
2025-04-09,305087
2025-04-10,302099
2025-04-11,316231
2025-04-12,328847
2025-04-13,443526
2025-04-14,408846
2025-04-15,373429
2025-04-16,332670
2025-04-17,323130
2025-04-18,329252
2025-04-19,308876
2025-04-20,330225
2025-04-21,336950
2025-04-22,415895
2025-04-23,449053
2025-04-24,365236
2025-04-25,341970
2025-04-26,321862
2025-04-27,320526
2025-04-28,325851
2025-04-29,349026
2025-04-30,334104
2025-05-01,363308
2025-05-02,391036
2025-05-03,322655
2025-05-04,318290
2025-05-05,299780
2025-05-06,355741
2025-05-07,331643
2025-05-08,340760
2025-05-09,410038
2025-05-10,391997
2025-05-11,347382
2025-05-12,334746
2025-05-13,325122
2025-05-14,350677
2025-05-15,352021
2025-05-16,366870
2025-05-17,496828
2025-05-18,417388
2025-05-19,368692
2025-05-20,358319
2025-05-21,355959
2025-05-22,336827
2025-05-23,360792
2025-05-24,348793
2025-05-25,365849
2025-05-26,326710
2025-05-27,324723
2025-05-28,320793
2025-05-29,328942
2025-05-30,349335
2025-05-31,312253
2025-06-01,340564
2025-06-02,320971
2025-06-03,366280
2025-06-04,321772
2025-06-05,310891
2025-06-06,316678
2025-06-07,302275
2025-06-08,332540
2025-06-09,335571
2025-06-10,348607
2025-06-11,321073
2025-06-12,304492
2025-06-13,310832
2025-06-14,522274
2025-06-15,498808
2025-06-16,501964
2025-06-17,474105
2025-06-18,453340
2025-06-19,409329
2025-06-20,388075
2025-06-21,384999
2025-06-22,479199
2025-06-23,482317
2025-06-24,451872
2025-06-25,518262
2025-06-26,482805
2025-06-27,454460
