date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m)
2024-09-14,,,27.13611111111111,212.11805555555554,28.65034722222222,,0.5,,0.9,,7.4,174.09375,28.511805555555554,1007.0836805555555,
2024-09-15,,,24.088541666666668,202.97569444444446,28.428819444444443,,1.8,,2.6,,11.2,141.86458333333334,27.397916666666667,1010.1184027777776,
2024-09-16,,,18.779166666666665,155.67013888888889,28.157638888888886,,1.7,,2.4,,10.1,207.875,26.147916666666667,1015.8375000000001,
2024-09-17,,,27.303819444444443,96.44791666666667,28.45729166666667,,1.1,,1.9,,4.3,195.97916666666666,27.984027777777776,1015.4392361111111,
2024-09-18,,,24.970138888888886,107.24652777777777,28.771874999999998,,0.6,,1.0,,5.0,200.09027777777777,28.390972222222224,1014.7763888888888,
2024-09-19,,,21.458188153310104,119.72473867595819,28.672822299651568,,0.5,,0.9,,4.4,215.31358885017423,28.2006968641115,1015.0421602787455,
2024-09-20,,,24.17638888888889,111.38194444444444,28.514583333333334,,1.3,,1.8,,11.4,229.58680555555554,28.071527777777778,1012.2295138888888,
2024-09-21,,,33.05438596491228,172.70877192982456,26.405263157894737,,1.6,,2.4,,11.2,204.03508771929825,22.95298245614035,1007.0656140350877,
2024-09-22,,,30.33958333333333,202.53472222222223,26.564930555555556,,2.2,,3.6,,11.2,214.82986111111111,22.20659722222222,1010.8069444444445,
2024-09-23,,,17.449128919860627,157.9128919860627,26.918815331010453,,2.3,,3.7,,12.5,139.54006968641116,21.491637630662023,1017.6519163763065,
2024-09-24,,,14.296527777777776,148.67361111111111,26.789895470383275,,1.6,,2.8,,10.7,274.00694444444446,22.05763888888889,1016.2534722222222,
2024-09-25,,,16.176041666666666,127.8125,26.56597222222222,,1.2,,2.0,,7.2,221.35069444444446,24.247916666666665,1014.7010416666667,
2024-09-26,,,16.292307692307695,130.97202797202797,26.594055944055942,,0.6,,1.0,,5.3,208.92307692307693,24.503146853146852,1013.3804195804196,
2024-09-27,,,24.6,55.0,26.4,,0.4,,0.6,,3.8,331.0,23.5,1012.7,
2024-09-28,,,14.863194444444446,181.11111111111111,26.68715277777778,,1.7,,2.7,,10.7,255.4375,23.758333333333333,1017.1906250000001,
2024-09-29,,,19.974564459930313,196.0766550522648,26.480836236933797,,2.1,,3.1,,11.6,185.9233449477352,23.55261324041812,1019.8655052264809,
2024-09-30,,,16.97142857142857,119.50522648083624,26.219860627177702,,1.6,,2.2,,7.7,218.85714285714286,23.27177700348432,1016.1174216027875,
2024-10-01,,,12.854861111111111,143.35763888888889,26.128124999999997,,0.7,,1.1,,9.8,264.1770833333333,24.11388888888889,1010.4288194444445,
2024-10-02,,,18.080701754385966,148.3859649122807,25.461052631578948,,1.1,,1.9,,12.3,248.93333333333334,19.724561403508773,1015.6414035087719,
2024-10-03,,,19.31114982578397,171.9616724738676,24.9588850174216,,2.5,,3.3,,12.8,277.2369337979094,18.605226480836237,1019.0017421602787,
2024-10-04,,,19.984912280701753,145.5298245614035,24.69263157894737,,2.9,,4.0,,9.9,228.87456445993033,19.74773519163763,1023.0188153310105,
2024-10-05,,,16.53611111111111,162.58680555555554,24.549305555555556,,1.7,,2.7,,9.6,224.74652777777777,21.311805555555555,1022.3305555555556,
2024-10-06,,,17.490625,159.73958333333334,24.520833333333332,,1.1,,1.7,,7.6,329.7361111111111,20.741666666666667,1019.482986111111,
2024-10-07,,,15.994791666666666,172.63541666666666,24.372916666666665,,0.7,,1.0,,7.7,325.65625,18.527430555555554,1016.5076388888889,
2024-10-08,,,13.54006968641115,191.38675958188153,24.51567944250871,,1.0,,1.7,,9.6,260.38327526132406,20.350174216027874,1015.5571428571429,
2024-10-09,,,15.96388888888889,148.53819444444446,24.05972222222222,,1.6,,2.9,,11.6,219.60763888888889,19.78472222222222,1016.3256944444444,
2024-10-10,,,19.853819444444444,186.40277777777777,24.035069444444446,,1.4,,2.3,,8.2,227.01041666666666,20.23611111111111,1014.8708333333333,
2024-10-11,,,14.145138888888889,132.85069444444446,23.882291666666664,,0.8,,1.1,,4.3,235.88194444444446,20.13125,1017.8958333333334,
2024-10-12,,,19.19027777777778,193.32638888888889,23.742361111111112,,0.7,,1.1,,4.9,231.96527777777777,20.415625,1022.4652777777778,
2024-10-13,,,22.483275261324042,174.31010452961672,23.78815331010453,,1.7,,3.0,,9.7,149.20209059233449,21.48885017421603,1023.4442508710802,
2024-10-14,,,25.031597222222224,193.5,23.973958333333332,,1.6,,2.3,,8.5,180.77083333333334,22.481944444444444,1019.8215277777776,
2024-10-15,,,21.137500000000003,176.73263888888889,24.044444444444444,,1.6,,2.2,,9.9,232.55902777777777,22.36875,1017.188888888889,
2024-10-16,,,26.836458333333333,205.65625,23.819791666666667,,1.0,,1.5,,9.3,155.9375,22.41701388888889,1021.4420138888888,
2024-10-17,,,20.254166666666666,165.29166666666666,23.601041666666667,,1.3,,2.0,,9.4,119.76388888888889,22.0875,1022.4465277777776,
2024-10-18,,,24.031944444444445,144.19791666666666,23.454513888888886,,2.2,,3.3,,15.8,232.90277777777777,23.021875,1015.6875,
2024-10-19,,,34.782578397212546,171.32404181184668,23.25052264808362,,2.4,,3.4,,17.0,73.06620209059234,20.68710801393728,1016.694425087108,
2024-10-20,,,28.500347222222224,177.45486111111111,22.463194444444444,,2.6,,4.1,,16.1,32.81597222222222,17.677430555555556,1029.4031249999998,
2024-10-21,,,21.351929824561402,141.1578947368421,22.38,,2.4,,3.3,,11.8,144.9298245614035,20.142456140350877,1023.9628070175439,
2024-10-22,,,17.219791666666666,201.875,22.440624999999997,,2.4,,3.9,,11.6,139.13888888888889,21.146875,1015.3697916666666,
2024-10-23,,,9.376041666666667,164.88888888888889,22.598958333333332,,1.7,,2.6,,9.7,256.52430555555554,19.711458333333333,1013.6076388888889,
2024-10-24,,,13.276736111111111,186.74652777777777,22.680902777777774,,0.5,,0.9,,7.6,252.96527777777777,17.071875,1020.3128472222221,
2024-10-25,,,24.914236111111112,198.30208333333334,22.353310104529616,,1.7,,2.4,,10.4,218.75347222222223,19.258333333333333,1024.4562500000002,
2024-10-26,,,10.604513888888889,134.89930555555554,22.170486111111114,,1.6,,2.5,,9.9,202.55555555555554,20.045486111111114,1021.3656249999999,
2024-10-27,,,9.792708333333334,150.01041666666666,22.082291666666666,,1.0,,1.4,,6.0,275.4479166666667,18.639583333333334,1014.5791666666667,
2024-10-28,,,13.1,49.0,22.0,,0.4,,0.6,,2.6,239.0,17.3,1012.2,
2024-10-29,,,23.47595818815331,177.20905923344947,21.776655052264807,,1.5,,2.1,,11.2,222.81533101045295,17.92891986062718,1018.3177700348432,
2024-10-30,,,20.310416666666665,105.96875,21.512500000000003,,1.2,,1.9,,9.6,234.52777777777777,18.196180555555557,1021.4871527777777,
2024-10-31,,,21.668717948717948,154.68205128205128,21.404102564102566,,1.1,,1.8,,8.0,250.16923076923078,18.975384615384616,1023.3051282051282,
2024-11-01,,,17.252551020408163,143.18974358974359,21.225,,1.0,,1.7,,8.4,292.23979591836735,16.091282051282054,1019.1247422680412,
2024-11-02,,,25.944912280701754,194.0280701754386,21.243859649122808,,2.1,,3.2,,15.5,229.97894736842105,18.775438596491227,1015.501403508772,
2024-11-03,,,14.678947368421053,173.35438596491227,21.077543859649126,,1.9,,2.5,,7.9,238.1263157894737,17.86245614035088,1022.5733333333334,
2024-11-04,,,21.854166666666668,165.45833333333334,21.218055555555555,,0.8,,1.3,,8.7,281.78125,18.0875,1019.6329861111111,
2024-11-05,,,30.24236111111111,139.32986111111111,21.172916666666666,,1.2,,1.9,,8.5,295.1111111111111,16.54340277777778,1018.5270833333333,
2024-11-06,,,14.43263888888889,141.47916666666666,20.955208333333335,,1.6,,2.3,,9.7,312.59722222222223,12.945833333333333,1023.3159722222222,
2024-11-07,,,27.850522648083626,124.64808362369338,20.542857142857144,,1.3,,2.1,,8.6,196.83623693379792,15.365156794425088,1028.5365853658536,
2024-11-08,,,20.404676258992804,145.20143884892087,20.74928057553957,,1.4,,2.1,,5.8,196.25179856115108,16.587410071942447,1028.2071942446041,
2024-11-09,,,10.921602787456447,190.70731707317074,20.69721254355401,,1.1,,1.8,,7.8,249.74912891986062,17.137630662020907,1026.087804878049,
2024-11-10,,,8.409059233449478,133.36933797909407,20.8609756097561,,1.2,,1.9,,6.0,309.2013888888889,17.73923611111111,1022.0645833333333,
2024-11-11,,,16.637500000000003,241.88541666666666,21.438888888888886,,0.6,,1.2,,8.7,204.74652777777777,17.546180555555555,1019.6305555555555,
2024-11-12,,,13.744097222222223,158.19791666666666,21.266319444444445,,0.7,,1.1,,7.3,252.39236111111111,17.54409722222222,1018.1277777777777,
2024-11-13,,,16.320138888888888,173.88541666666666,20.888194444444444,,1.4,,2.2,,9.2,151.89236111111111,18.15798611111111,1022.5152777777779,
2024-11-14,,,20.818402777777777,149.74652777777777,20.62048611111111,,1.3,,1.9,,7.5,169.95486111111111,17.74375,1021.3152777777777,
2024-11-15,,,25.537847222222222,152.40625,20.222916666666666,,1.0,,1.5,,8.6,160.12152777777777,18.08298611111111,1019.1225694444444,
2024-11-16,,,27.003832752613242,172.89895470383274,19.914285714285715,,1.1,,1.6,,8.3,177.42508710801394,19.220209059233447,1016.6993031358885,
2024-11-17,,,28.594425087108014,168.98954703832752,19.981881533101046,,0.6,,0.9,,8.5,267.0313588850174,16.58432055749129,1017.7679442508712,
2024-11-18,,,29.057142857142857,155.41114982578398,19.836933797909406,,1.6,,2.5,,12.1,308.4006968641115,9.678397212543553,1027.929268292683,
2024-11-19,,,23.578169014084505,180.79577464788733,19.416549295774647,,1.3,,1.9,,9.9,255.71830985915494,10.930281690140845,1029.4985915492957,
2024-11-20,,,19.669454545454546,189.28,19.354545454545455,,0.8,,1.2,,6.6,265.64,12.592,1023.0716363636365,
2024-11-21,,,20.337638376383765,154.17343173431735,19.230514705882353,,0.4,,0.6,,7.2,259.4871794871795,12.867765567765568,1020.0252747252748,
2024-11-22,,,10.13976833976834,104.61389961389962,18.98957528957529,,0.6,,1.0,,8.3,265.976833976834,12.627027027027028,1020.9528957528958,
2024-11-23,,,8.54367816091954,180.81226053639847,18.801908396946565,,1.3,,2.0,,11.4,230.22137404580153,10.90763358778626,1026.354961832061,
2024-11-24,,,10.546180555555557,191.81597222222223,18.866666666666667,,1.2,,1.9,,8.4,237.13541666666666,11.851041666666667,1029.0930555555556,
2024-11-25,,,9.218402777777778,137.14583333333334,18.561805555555555,,1.1,,2.1,,8.1,180.13194444444446,13.709722222222222,1026.798611111111,
2024-11-26,,,12.817073170731707,151.61324041811847,18.46794425087108,,3.0,,5.3,,18.3,225.95818815331012,14.029965156794425,1012.2822299651568,
2024-11-27,,,15.9284046692607,146.56420233463035,18.46342412451362,,1.2,,1.7,,14.4,250.4941634241245,8.221789883268482,1012.7245136186771,
2024-11-28,,,,,,,,,,,,,,,
2024-11-29,,,19.550522648083625,158.10801393728224,17.599651567944253,,1.1,,1.8,,9.2,264.1463414634146,7.90801393728223,1011.8090592334495,
2024-11-30,,,20.482986111111114,173.23263888888889,17.301041666666666,,0.7,,1.3,,9.6,223.10416666666666,10.015972222222222,1014.8760416666667,
2024-12-01,,,20.050174216027873,123.79442508710801,17.02229965156794,,0.5,,0.9,,7.0,250.6724738675958,12.076655052264808,1016.8174216027874,
2024-12-02,,,22.299999999999997,147.58333333333334,16.947222222222223,,0.8,,1.4,,10.1,240.89236111111111,15.046527777777776,1016.1041666666666,
2024-12-03,,,22.39293286219081,164.9964664310954,16.730388692579506,,0.5,,0.9,,7.4,234.95422535211267,11.029577464788733,1019.6014084507042,
2024-12-04,,,23.077777777777776,155.9375,16.4625,,0.7,,1.1,,9.0,285.4201388888889,8.033333333333333,1020.5697916666666,
2024-12-05,,,22.02013888888889,156.90277777777777,16.09722222222222,,0.6,,1.0,,9.0,248.27430555555554,8.862847222222221,1016.8024305555555,
2024-12-06,,,18.813194444444445,188.06597222222223,15.881250000000001,,0.6,,1.0,,8.8,259.21875,9.241666666666667,1018.6572916666667,
2024-12-07,,,19.290243902439023,137.05226480836237,15.775261324041812,,0.5,,0.8,,9.5,271.0383275261324,6.654355400696864,1022.429268292683,
2024-12-08,,,20.37986111111111,180.51388888888889,15.717361111111112,,0.7,,1.0,,9.8,239.94791666666666,5.787152777777778,1022.9475694444445,
2024-12-09,,,20.811888111888113,176.4020979020979,16.23006993006993,,1.0,,1.4,,4.5,267.1637630662021,5.504878048780488,1023.4944250871081,
2024-12-10,,,17.734265734265733,227.54545454545453,16.96083916083916,,0.6,,1.0,,5.2,259.1602787456446,7.201393728222997,1021.8456445993032,
2024-12-11,,,17.85590277777778,159.18055555555554,17.09826388888889,,1.5,,2.1,,7.9,295.0625,8.43576388888889,1020.2340277777779,
2024-12-12,,,15.271478873239438,160.70422535211267,16.86830985915493,,1.6,,2.8,,7.2,268.2112676056338,8.109154929577464,1021.6496478873239,
2024-12-13,,,18.82439024390244,140.85017421602788,16.381533101045296,,0.6,,1.0,,7.2,305.7142857142857,6.5599303135888505,1019.3742160278747,
2024-12-14,,,23.193055555555556,146.67708333333334,15.977430555555555,,1.0,,1.4,,10.6,291.1041666666667,5.111805555555556,1022.2434027777776,
2024-12-15,,,21.708680555555556,162.58680555555554,15.554166666666667,,0.9,,1.4,,9.0,254.24652777777777,6.279861111111111,1020.4434027777778,
2024-12-16,,,29.16840277777778,147.45138888888889,15.251041666666667,,0.9,,1.4,,8.3,275.7048611111111,6.557638888888889,1021.2947916666667,
2024-12-17,,,25.327177700348432,121.1637630662021,15.08048780487805,,0.8,,1.3,,7.9,276.609756097561,6.6153310104529615,1023.4341463414634,
2024-12-18,,,23.26062717770035,130.33797909407664,15.237630662020905,,1.1,,1.7,,6.5,260.0034843205575,3.700696864111498,1023.0519163763067,
2024-12-19,,,20.762020905923343,120.26480836236934,15.352613240418117,,1.6,,2.2,,9.6,292.3135888501742,5.409059233449478,1026.7602787456447,
2024-12-20,,,18.608333333333334,144.96875,15.386458333333334,,0.9,,1.3,,9.3,258.65625,8.462847222222223,1022.2298611111112,
2024-12-21,,,12.332945736434109,156.96124031007753,15.196138996138997,,0.7,,1.1,,13.6,275.988416988417,6.331274131274131,1016.7911196911198,
2024-12-22,,,8.955084745762711,137.5593220338983,14.763559322033897,,0.8,,1.2,,13.2,295.8813559322034,1.902542372881356,1020.6033898305085,
2024-12-23,,,14.353763440860217,172.21505376344086,14.916042780748665,,0.6,,0.9,,8.4,240.2566844919786,7.424731182795699,1024.2827027027026,
2024-12-24,,,11.450694444444444,203.16319444444446,14.744791666666666,,0.7,,1.1,,6.2,259.72222222222223,6.014930555555555,1026.2708333333333,
2024-12-25,,,8.804513888888888,126.64930555555556,14.771527777777777,,0.8,,1.3,,8.5,263.8888888888889,8.119791666666666,1024.6263888888889,
2024-12-26,,,12.411458333333334,112.94444444444444,14.694791666666667,,0.7,,1.2,,8.3,262.6701388888889,8.077777777777778,1021.5295138888889,
2024-12-27,,,13.8,113.75694444444444,14.5625,,0.6,,0.9,,8.9,249.93402777777777,3.686111111111111,1023.5930555555556,
2024-12-28,,,14.41184668989547,135.9233449477352,14.347735191637632,,1.0,,1.4,,11.5,276.13588850174216,3.2421602787456445,1021.6536585365853,
2024-12-29,,,1.7,89.0,14.0,,0.4,,0.5,,8.3,279.0,2.7,1023.1,
2024-12-30,,,19.759027777777778,134.99305555555554,14.259374999999999,,0.8,,1.2,,11.0,242.02083333333334,9.3125,1020.3684027777776,
2024-12-31,,,19.222916666666666,146.16319444444446,14.1375,,0.7,,1.2,,8.5,246.86805555555554,7.8843749999999995,1017.6291666666667,
2025-01-01,,,20.347902097902097,156.23776223776224,14.06083916083916,,0.6,,1.0,,8.2,270.46153846153845,6.476923076923077,1021.8692307692307,
2025-01-02,,,22.04355400696864,150.10452961672473,13.946341463414633,,0.5,,0.8,,7.6,251.8780487804878,7.19198606271777,1022.5547038327527,
2025-01-03,,,20.991319444444443,155.49305555555554,13.724652777777777,,0.8,,1.1,,9.3,282.6145833333333,4.236111111111111,1024.462847222222,
2025-01-04,,,29.41111111111111,100.71527777777777,13.734722222222222,,0.7,,1.0,,5.1,250.22916666666666,4.354166666666667,1026.0256944444445,
2025-01-05,,,27.43402777777778,93.10416666666667,14.851388888888888,,0.7,,1.2,,9.9,264.53472222222223,7.013194444444444,1022.1381944444444,
2025-01-06,,,16.626480836236933,142.61672473867597,14.876306620209059,,0.5,,0.9,,12.3,273.89930555555554,7.890277777777778,1014.6999999999999,
2025-01-07,,,15.220905923344947,112.46341463414635,14.150871080139373,,1.3,,1.8,,14.5,272.40418118466897,3.126829268292683,1017.0247386759581,
2025-01-08,,,15.4,92.52142857142857,13.942857142857143,,1.1,,1.8,,10.4,259.05357142857144,4.019642857142857,1019.1782142857144,
2025-01-09,,,15.223958333333334,102.39236111111111,13.351388888888888,,0.6,,1.0,,13.0,286.25,2.15625,1022.1968750000001,
2025-01-10,,,30.06829268292683,84.00696864111498,13.169686411149826,,1.2,,1.9,,8.0,284.30662020905925,3.4456445993031357,1028.637630662021,
2025-01-11,,,28.473958333333332,79.42013888888889,13.508680555555555,,1.9,,2.9,,6.4,282.46527777777777,2.151736111111111,1027.5784722222222,
2025-01-12,,,19.606944444444444,142.38888888888889,13.356944444444444,,1.4,,2.2,,10.5,282.4895833333333,2.5819444444444444,1022.2041666666667,
2025-01-13,,,30.191636363636366,100.42545454545454,13.295636363636364,,0.8,,1.3,,7.5,266.4472727272727,4.343272727272727,1025.096,
2025-01-14,,,23.87177700348432,140.05226480836237,13.499651567944252,,0.6,,1.0,,9.0,246.30662020905925,7.9,1023.9498257839721,
2025-01-15,,,22.566433566433567,144.44755244755245,13.37937062937063,,0.6,,1.0,,9.5,283.541958041958,3.3255244755244755,1025.397902097902,
2025-01-16,,,23.167708333333334,130.87847222222223,13.362847222222221,,0.7,,1.0,,8.0,283.38194444444446,3.4944444444444445,1024.0399305555557,
2025-01-17,,,22.4191637630662,124.16724738675958,13.363763066202091,,0.7,,1.1,,7.1,275.08710801393727,4.889547038327526,1025.652961672474,
2025-01-18,,,19.81602787456446,138.27526132404182,13.37979094076655,,0.8,,1.2,,9.8,240.50871080139373,7.096515679442509,1023.2867595818815,
2025-01-19,,,18.384668989547038,128.62717770034843,13.243554006968642,,0.5,,0.8,,8.6,245.29965156794424,8.775958188153309,1016.8602787456447,
2025-01-20,,,18.39513888888889,99.52430555555556,13.208333333333334,,0.5,,0.8,,5.8,273.87847222222223,7.246874999999999,1015.642013888889,
2025-01-21,,,13.492708333333333,114.53125,13.243749999999999,,0.4,,0.7,,7.0,286.2013888888889,8.021180555555555,1020.3708333333333,
2025-01-22,,,11.546527777777778,118.81944444444444,13.121527777777779,,0.5,,0.7,,8.4,259.40277777777777,8.45451388888889,1023.2701388888888,
2025-01-23,,,16.634027777777778,119.79166666666667,13.197569444444445,,0.5,,1.0,,5.2,254.01388888888889,8.547916666666667,1023.3888888888889,
2025-01-24,,,11.294755244755246,161.5909090909091,13.13951048951049,,0.9,,1.5,,8.5,173.25174825174824,8.704895104895105,1024.8692307692306,
2025-01-25,,,12.830313588850174,229.82926829268294,13.489547038327526,,3.0,,4.3,,13.5,236.17421602787456,7.0425087108013935,1027.496864111498,
2025-01-26,,,12.457491289198607,173.86759581881532,13.04390243902439,,1.8,,2.6,,11.4,215.86062717770034,6.870034843205575,1025.1947735191638,
2025-01-27,,,17.038888888888888,138.85069444444446,12.964236111111111,,1.2,,1.7,,9.6,285.49305555555554,5.255902777777778,1015.0291666666667,
2025-01-28,,,18.204166666666666,130.91666666666666,12.745138888888889,,1.3,,2.1,,11.4,246.99305555555554,2.482638888888889,1015.8277777777779,
2025-01-29,,,14.7,44.0,12.5,,0.8,,1.0,,8.2,237.0,1.9,1018.3,
2025-01-30,,,24.28611111111111,122.74305555555556,12.39375,,0.9,,1.3,,7.4,252.27430555555554,3.023611111111111,1027.3326388888888,
2025-01-31,,,26.23784722222222,132.06597222222223,12.280555555555557,,0.8,,1.1,,7.2,262.7986111111111,6.551041666666666,1026.7319444444445,
2025-02-01,,,25.970731707317075,117.15679442508711,12.77560975609756,,1.2,,2.0,,9.4,316.8501742160279,6.850522648083623,1020.3505226480836,
2025-02-02,,,25.24548611111111,141.52777777777777,13.215972222222222,,1.4,,2.1,,8.9,256.6666666666667,7.191666666666666,1016.7725694444445,
2025-02-03,,,23.787152777777777,143.40625,13.222916666666666,,1.4,,2.1,,12.5,285.43055555555554,4.484722222222222,1015.1854166666667,
2025-02-04,,,16.73135888501742,135.54703832752614,12.990592334494774,,1.1,,1.6,,13.3,278.91637630662024,1.3344947735191637,1015.4348432055749,
2025-02-05,,,14.519097222222221,108.32291666666667,12.625694444444443,,1.1,,1.5,,13.7,275.34027777777777,1.9618055555555556,1016.1347222222222,
2025-02-06,,,19.273611111111112,88.09375,12.422569444444445,,1.0,,1.4,,11.1,264.9166666666667,1.953125,1020.6329861111111,
2025-02-07,,,16.68041958041958,102.54195804195804,12.256293706293707,,0.9,,1.3,,15.7,268.57342657342656,2.1947552447552447,1017.6842657342658,
2025-02-08,,,21.058680555555554,94.92013888888889,12.212847222222223,,0.8,,1.3,,7.0,212.85069444444446,2.6729166666666666,1024.3739583333333,
2025-02-09,,,21.262500000000003,95.15277777777777,12.163194444444445,,1.1,,1.8,,5.9,258.8541666666667,2.979861111111111,1024.9788194444445,
2025-02-10,,,21.778745644599304,110.63414634146342,12.235540069686412,,0.9,,1.3,,8.6,273.006968641115,2.528571428571429,1025.2808362369337,
2025-02-11,,,26.81578947368421,95.8140350877193,12.478947368421053,,0.7,,1.1,,5.1,241.96140350877192,3.762456140350877,1028.5333333333333,
2025-02-12,,,21.78850174216028,132.09407665505228,12.519860627177701,,1.1,,1.9,,9.2,277.11149825783974,6.34773519163763,1015.9229965156795,
2025-02-13,,,24.462152777777778,145.58333333333334,12.40486111111111,,1.0,,1.5,,9.6,228.19097222222223,4.165625,1021.5732638888888,
2025-02-14,,,25.742857142857144,118.62369337979094,12.295470383275262,,0.7,,1.0,,7.4,251.9163763066202,6.657839721254355,1021.5142857142856,
2025-02-15,,,22.313888888888886,154.17361111111111,12.24861111111111,,0.5,,0.9,,8.9,254.65972222222223,7.555902777777778,1017.7611111111112,
2025-02-16,,,21.720833333333335,145.97222222222223,12.25,,0.6,,1.0,,7.9,232.57638888888889,9.109375,1014.7621527777778,
2025-02-17,,,18.639930555555555,153.66666666666666,12.219791666666667,,0.7,,1.2,,10.2,304.30555555555554,6.101736111111111,1019.795486111111,
2025-02-18,,,16.114930555555556,148.99305555555554,12.027083333333334,,0.7,,1.2,,11.1,298.74652777777777,2.879166666666667,1022.904861111111,
2025-02-19,,,11.77951388888889,141.86111111111111,11.937847222222222,,0.8,,1.2,,8.5,240.90277777777777,2.423611111111111,1025.6274305555555,
2025-02-20,,,13.449825783972125,93.91289198606272,11.9794425087108,,0.9,,1.3,,5.9,245.7560975609756,2.5658536585365854,1027.3076655052264,
2025-02-21,,,23.55,63.16783216783217,12.302447552447552,,1.0,,1.5,,6.7,197.69444444444446,2.544791666666667,1028.1618055555555,
2025-02-22,,,11.759027777777778,92.13541666666667,12.106597222222222,,0.8,,1.1,,8.0,247.68402777777777,2.388541666666667,1030.132986111111,
2025-02-23,,,11.988888888888889,133.29513888888889,12.081944444444444,,0.7,,1.1,,11.7,287.6423611111111,2.1194444444444445,1027.9503472222223,
2025-02-24,,,26.170833333333334,95.10763888888889,12.277777777777779,,0.9,,1.3,,6.4,238.45486111111111,3.278125,1029.0645833333333,
2025-02-25,,,21.0,96.30555555555556,12.278819444444444,,0.9,,1.6,,12.6,249.14583333333334,6.064930555555556,1025.795138888889,
2025-02-26,,,23.270383275261324,127.89895470383276,12.217770034843205,,0.9,,1.5,,13.0,225.82926829268294,7.976655052264809,1022.9853658536585,
2025-02-27,,,25.22222222222222,141.70833333333334,12.196180555555555,,0.5,,0.9,,7.7,240.10069444444446,8.544097222222222,1023.0083333333334,
2025-02-28,,,26.30798611111111,139.50347222222223,12.172916666666667,,0.7,,1.0,,11.0,212.16666666666666,11.281944444444443,1019.3725694444444,
2025-03-01,,,38.7,45.0,11.9,,0.5,,0.8,,1.6,304.0,10.2,1020.0,
2025-03-02,,,29.74201388888889,162.56944444444446,12.190625,,1.9,,2.4,,14.9,97.18402777777777,11.644444444444444,1016.3375000000001,
2025-03-03,,,29.086805555555557,205.54166666666666,11.77986111111111,,3.2,,4.4,,17.7,19.28125,6.228125,1020.8881944444444,
2025-03-04,,,29.43506944444444,210.15625,11.712152777777778,,3.2,,5.2,,16.7,135.37847222222223,5.892013888888889,1019.9666666666667,
2025-03-05,,,15.992013888888888,184.09375,11.683333333333334,,2.7,,4.0,,10.8,280.97569444444446,6.514930555555555,1021.0399305555555,
2025-03-06,,,13.084722222222222,181.81944444444446,11.69375,,1.4,,2.6,,10.4,228.9375,6.3125,1024.9378472222222,
2025-03-07,,,11.335416666666667,169.94791666666666,11.83125,,1.3,,1.8,,6.7,172.96875,6.895833333333333,1028.3774305555555,
2025-03-08,,,11.262717770034843,184.8780487804878,12.111498257839722,,1.1,,1.6,,5.9,196.85763888888889,8.350347222222222,1026.4125,
2025-03-09,,,13.848263888888889,129.35416666666666,12.058680555555556,,0.6,,1.0,,7.0,208.93055555555554,8.512847222222222,1029.4263888888888,
2025-03-10,,,16.748611111111114,103.70138888888889,12.05,,0.7,,1.1,,4.5,211.72916666666666,9.29861111111111,1027.2381944444444,
2025-03-11,,,18.094097222222224,121.23263888888889,12.158680555555556,,0.5,,0.8,,6.3,242.98611111111111,10.386458333333334,1020.7600694444445,
2025-03-12,,,20.430662020905924,142.2787456445993,12.198257839721254,,0.9,,1.3,,10.2,236.39372822299651,11.837630662020906,1015.1797909407665,
2025-03-13,,,21.257291666666667,169.92708333333334,12.277777777777779,,0.7,,1.1,,8.4,188.10763888888889,11.639930555555557,1021.0805555555556,
2025-03-14,,,22.063541666666666,165.85069444444446,12.305902777777778,,1.0,,1.6,,12.2,119.34375,10.75,1025.9729166666666,
2025-03-15,,,23.30138888888889,198.19444444444446,12.242361111111112,,3.5,,5.6,,13.8,37.048611111111114,9.836111111111112,1022.5715277777776,
2025-03-16,,,18.755902777777777,151.44791666666666,12.429861111111112,,3.2,,4.3,,11.2,249.79861111111111,7.001041666666667,1012.1069444444444,
2025-03-17,,,18.054355400696867,157.6341463414634,12.480836236933797,,2.2,,3.0,,12.7,267.4076655052265,5.7282229965156795,1014.932055749129,
2025-03-18,,,15.556018518518519,115.06481481481481,12.26388888888889,,2.3,,2.9,,12.8,264.93981481481484,5.253703703703703,1013.2370370370371,
2025-03-19,,,15.726829268292683,132.64878048780488,11.446601941747574,,2.3,,3.3,,11.6,221.0,6.321951219512195,1023.2220588235293,
2025-03-20,,,22.04055944055944,74.7027972027972,11.109440559440559,,1.2,,2.0,,11.1,227.8916083916084,9.001398601398602,1019.6206293706293,
2025-03-21,,,19.074912891986063,92.02090592334494,11.188501742160279,,1.6,,2.4,,13.7,214.5993031358885,12.32787456445993,1013.2376306620209,
2025-03-22,,,19.29340277777778,71.85416666666667,11.43125,,1.5,,2.4,,12.7,201.84375,14.382638888888888,1010.3583333333333,
2025-03-23,,,21.048958333333335,58.329861111111114,11.856944444444444,,1.1,,1.8,,13.0,207.125,13.76388888888889,1010.6354166666666,
